"title_name","title_img","title_artist_album","title_gaon_index","title_ranking","title_production","title_circulation"
"소나기 (Feat. 10cm)","","용준형|소나기","35,774,345","79","어라운드 어스","로엔엔터테인먼트"
"불꽃놀이 (Remember Me)","","오마이걸 (OH MY GIRL)|6th Mini Album `REMEMBER ME`","34,518,349","80","WM엔터테인먼트","로엔엔터테인먼트"
"패 (Feat. 넉살, 딥플로우)","","김효은, Chaboom, EK|쇼미더머니 777 Episode 1","33,939,542","81","Stone Music Entertainment","지니뮤직"
"비도 오고 그래서 (Feat. 신용재)","","헤이즈 (Heize)|/// (너 먹구름 비)","33,845,865","82","Stone Music Entertainment","Stone Music Entertainment"
"어찌 잊으오","","황치열|미스터 션샤인 OST Part 15","33,609,687","83","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"붕붕 (Feat. Sik-K) (Prod. GroovyRoom)","","김하온 (HAON)|고등래퍼2 Final","33,550,729","84","Stone Music Entertainment","Stone Music Entertainment"
"왜 몰랐을까","","로이킴|아는 와이프 OST Part 3","33,128,953","85","Stone Music Entertainment","Stone Music Entertainment"
"이 별","","길구봉구|Star","32,952,200","86","뮤직웍스","지니뮤직"
"BAAM","","모모랜드 (MOMOLAND)|Fun to The World","32,163,023","87","엠엘디엔터테인먼트,로엔엔터테인먼트","로엔엔터테인먼트"
"Epiphany","","방탄소년단|LOVE YOURSELF 結 `Answer`","31,721,509","88","빅히트 엔터테인먼트","IRIVER"
"첫눈처럼 너에게 가겠다","","에일리 (Ailee)|도깨비 OST Part 9","31,353,141","89","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"에너제틱 (Energetic)","","Wanna One (워너원)|1X1=1(TO BE ONE)","30,737,738","90","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"까만밤 (PROD. GroovyRoom, OREO)","","소유, 식케이 (Sik-K)|RE_FRESH","30,670,256","91","스타쉽엔터테인먼트","로엔엔터테인먼트"
"Not A Love","","바이브 (Vibe)|ABOUT ME","29,002,763","92","메이저나인","지니뮤직"
"Anpanman","","방탄소년단|LOVE YOURSELF 轉 `Tear`","28,942,900","93","빅히트 엔터테인먼트","IRIVER"
"Trivia 轉 _ Seesaw","","방탄소년단|LOVE YOURSELF 結 `Answer`","28,438,026","94","빅히트 엔터테인먼트","IRIVER"
"좋니","","윤종신|LISTEN 010 좋니","28,318,967","95","미스틱 엔터테인먼트","로엔엔터테인먼트"
"LATATA","","(여자)아이들|I am","28,180,134","96","큐브엔터테인먼트","로엔엔터테인먼트"
"시차 (We Are) (Feat. 로꼬 & GRAY)","","우원재|시차 (We Are)","27,321,455","97","AOMG","Stone Music Entertainment"
"가을 아침","","아이유 (IU)|꽃갈피 둘","27,186,466","98","페이브엔터테인먼트","로엔엔터테인먼트"
"Beautiful","","Wanna One (워너원)|1-1=0 (NOTHING WITHOUT YOU)","26,275,569","99","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"밤이 되니까","","펀치 (Punch)|밤이 되니까","26,094,366","100","냠냠엔터테인먼트","Stone Music Entertainment"
