"title_name","title_img","title_artist_album","title_gaon_index","title_ranking","title_production","title_circulation"
"花요일 (Blooming Day)","","EXO-CBX (첸백시)|Blooming Days - The 2nd Mini Album","51,234,257","43","SM Entertainment","IRIVER"
"좋니","","윤종신|LISTEN 010 좋니","50,471,260","44","미스틱 엔터테인먼트","로엔엔터테인먼트"
"눈사람","","정승환|눈사람","50,449,001","45","안테나뮤직","지니뮤직"
"Heart Shaker","","TWICE|Merry & Happy","50,136,189","46","JYP Entertainment","IRIVER"
"시차 (We Are) (Feat. 로꼬 & GRAY)","","우원재|시차 (We Are)","49,548,442","47","AOMG","Stone Music Entertainment"
"all of my life","","박원|0M","49,095,346","48","메이크어스엔터테인먼트","로엔엔터테인먼트"
"BOOMERANG (부메랑)","","Wanna One (워너원)|0+1=1 (I PROMISE YOU)","48,639,353","49","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"어른","","Sondia|나의 아저씨 OST Part 2","47,368,424","50","Stone Music Entertainment","Stone Music Entertainment"
"REALLY REALLY","","WINNER|FATE NUMBER FOR","46,885,995","51","YG Entertainment","지니뮤직"
"미안해","","양다일|inside","46,325,040","52","브랜뉴뮤직","로엔엔터테인먼트"
"결혼","","문문 (MoonMoon)|이번 생은 처음이라 OST Part 4","46,038,892","53","Stone Music Entertainment","Stone Music Entertainment"
"빨간 맛 (Red Flavor)","","레드벨벳(Red Velvet)|The Red Summer - Summer Mini Album","45,450,951","54","SM Entertainment","IRIVER"
"LIKEY","","TWICE|twicetagram","45,359,961","55","JYP Entertainment","IRIVER"
"눈 떠보니 이별이더라","","포맨 (4Men)|REMEMBER ME","44,811,816","56","메이저나인","로엔엔터테인먼트"
"#첫사랑","","볼빨간사춘기|#첫사랑","43,032,336","57","쇼파르뮤직, 딩고뮤직","로엔엔터테인먼트"
"이로한 (Feat. ELO, Jessi) (Prod. Padi)","","배연서 (WEBSTER B)|고등래퍼2 Final","42,086,627","58","Stone Music Entertainment","Stone Music Entertainment"
"그리워하다","","비투비 (BTOB)|Brother Act.","41,812,559","59","큐브엔터테인먼트","로엔엔터테인먼트"
"낙원","","방탄소년단|LOVE YOURSELF 轉 `Tear`","41,802,191","60","빅히트 엔터테인먼트","IRIVER"
"첫눈처럼 너에게 가겠다","","에일리 (Ailee)|도깨비 OST Part 9","41,384,820","61","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"Anpanman","","방탄소년단|LOVE YOURSELF 轉 `Tear`","40,866,358","62","빅히트 엔터테인먼트","IRIVER"
"134340","","방탄소년단|LOVE YOURSELF 轉 `Tear`","40,703,402","63","빅히트 엔터테인먼트","IRIVER"
"짙어져","","멜로망스(MeloMance)|Yellow OST part.2","40,203,152","64","스페이스오디티","로엔엔터테인먼트"
"Love Maze","","방탄소년단|LOVE YOURSELF 轉 `Tear`","40,035,260","65","빅히트 엔터테인먼트","IRIVER"
"마지막처럼","","BLACKPINK|마지막처럼","39,941,666","66","YG Entertainment","지니뮤직"
"우리 둘만 아는","","윤건|우리 둘만 아는","39,084,534","67","센토엔터테인먼트","지니뮤직"
"에너제틱 (Energetic)","","Wanna One (워너원)|1X1=1(TO BE ONE)","38,975,674","68","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"노력","","박원|1/24","38,387,900","69","메이크어스엔터테인먼트","로엔엔터테인먼트"
"Magic Shop","","방탄소년단|LOVE YOURSELF 轉 `Tear`","38,369,476","70","빅히트 엔터테인먼트","IRIVER"
"주인공","","선미|주인공","37,407,495","71","메이크어스엔터테인먼트, The Black Label","로엔엔터테인먼트"
"Airplane pt.2","","방탄소년단|LOVE YOURSELF 轉 `Tear`","37,223,531","72","빅히트 엔터테인먼트","IRIVER"
"썸 탈꺼야","","볼빨간사춘기|Red Diary Page.1","37,058,576","73","쇼파르뮤직","로엔엔터테인먼트"
"내가 더 나빠","","헤이즈 (Heize)|바람","36,317,149","74","Stone Music Entertainment, Studio blu","Stone Music Entertainment"
"탓 (Prod. BOYCOLD)","","이병재 (Vinxen)|고등래퍼2 Semi Final","36,226,115","75","Stone Music Entertainment","Stone Music Entertainment"
"Beautiful","","Wanna One (워너원)|1-1=0 (NOTHING WITHOUT YOU)","35,958,896","76","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"약속해요 (I.P.U.)","","Wanna One (워너원)|약속해요 (I.P.U.) - Special Theme Track","35,637,118","77","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"애쓰지 마요","","박보람|애쓰지 마요","34,390,731","78","Stone Music Entertainment, MMO Entertainment","Stone Music Entertainment"
"우리 서로","","김나영|우리 서로","34,090,690","79","네버랜드엔터테인먼트","로엔엔터테인먼트"
"무슨 말이 필요해 (Go Away)","","용준형|YONG JUN HYUNG 1ST ALBUM `GOODBYE 20`s...","33,201,209","80","어라운드 어스","로엔엔터테인먼트"
"So What","","방탄소년단|LOVE YOURSELF 轉 `Tear`","32,534,917","81","빅히트 엔터테인먼트","IRIVER"
"비","","폴킴|비","32,338,395","82","뉴런뮤직","NHN벅스"
"My Paradise (Feat. 청하, VINXEN)","","GroovyRoom (그루비룸)|My Paradise","32,295,878","83","H1GHR MUSIC","로엔엔터테인먼트"
"Like It (Feat. 행주, 보이비)","","배연서 (WEBSTER B), 윤진영(Clloud)|고등래퍼2 팀대항전 Part 2","31,209,662","84","Stone Music Entertainment","Stone Music Entertainment"
"바람사람","","볼빨간사춘기|Red Diary Page.2","30,631,509","85","쇼파르뮤직","로엔엔터테인먼트"
"바람이 불었으면 좋겠어","","길구봉구|바람이 불었으면 좋겠어","29,880,381","86","WS엔터테인먼트","로엔엔터테인먼트"
"Universe","","EXO|Universe - 겨울 스페셜 앨범, 2017","29,738,631","87","SM Entertainment","IRIVER"
"Intro _ Singularity","","방탄소년단|LOVE YOURSELF 轉 `Tear`","29,323,895","88","빅히트 엔터테인먼트","IRIVER"
"열애중","","벤 (Ben)|RECIPE","29,317,759","89","메이저나인","지니뮤직"
"기억의 빈자리","","나얼|기억의 빈자리","29,312,991","90","인넥스트트렌드, 롱플레이뮤직","Stone Music Entertainment"
"폰서트","","10cm|4.0","28,952,055","91","매직스트로베리사운드","로엔엔터테인먼트"
"피카부 (Peek-A-Boo)","","레드벨벳(Red Velvet)|Perfect Velvet - The 2nd Album","27,938,022","92","SM Entertainment","IRIVER"
"좋아","","윤종신, 민서|2017 월간 윤종신 11월호","27,230,274","93","미스틱 엔터테인먼트","Stone Music Entertainment"
"Outro _ Tear","","방탄소년단|LOVE YOURSELF 轉 `Tear`","26,941,812","94","빅히트 엔터테인먼트","IRIVER"
"EASY (Feat. 식케이)","","휘인|magnolia","26,580,215","95","RBW","로엔엔터테인먼트"
"Lonely","","볼빨간사춘기|Red Diary Page.2","26,534,519","96","쇼파르뮤직","로엔엔터테인먼트"
"별, 그대 (The Only Star)","","황치열|Be Myself","26,348,254","97","How엔터테인먼트","NHN벅스"
"나타나줘 (Feat. 박재범)","","로꼬 (LOCO)|나타나줘","26,135,689","98","AOMG","로엔엔터테인먼트"
"Adios (Prod. BOYCOLD)","","김하온 (HAON)|고등래퍼2 Semi Final","25,609,778","99","Stone Music Entertainment","Stone Music Entertainment"
"Fly Away","","신승훈, 에일리|더 콜(The Call) 첫 번째 프로젝트","25,577,200","100","Stone Music Entertainment","Stone Music Entertainment"
