"title_name","title_img","title_artist_album","title_gaon_index","title_ranking","title_production","title_circulation"
"그때 헤어지면 돼","","로이킴|그때 헤어지면 돼","68,204,554","22","Stone Music Entertainment, MMO Entertainment","Stone Music Entertainment"
"전하지 못한 진심 (Feat. Steve Aoki)","","방탄소년단|LOVE YOURSELF 轉 `Tear`","65,918,603","23","빅히트 엔터테인먼트","IRIVER"
"소나기 (Feat. 10cm)","","용준형|소나기","65,673,172","24","어라운드 어스","로엔엔터테인먼트"
"DNA","","방탄소년단|LOVE YOURSELF 承 `Her`","64,770,429","25","빅히트 엔터테인먼트","IRIVER"
"모래시계 (Prod. 헤이즈)","","Wanna One (워너원) - 더힐|1÷χ=1 (UNDIVIDED)","64,604,780","26","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"Roller Coaster","","청하|Offset","63,967,187","27","MNH Entertainment","Stone Music Entertainment"
"선물","","멜로망스(Melomance)|Moonlight","62,150,975","28","민트페이퍼, 광합성","로엔엔터테인먼트"
"꽃 길","","빅뱅|꽃 길","58,541,293","29","YG Entertainment","지니뮤직"
"봄날","","방탄소년단|YOU NEVER WALK ALONE","58,235,095","30","빅히트 엔터테인먼트","IRIVER"
"잊을만하면","","크러쉬 (CRUSH)|잊을만하면","57,711,536","31","아메바컬쳐","Stone Music Entertainment"
"EVERYDAY","","WINNER|EVERYD4Y","56,068,145","32","YG Entertainment","지니뮤직"
"넋두리","","닐로 (Nilo)|넋두리","55,759,918","33","닐로엔터테인먼트","퍼플파인 엔터테인먼트"
"Anpanman","","방탄소년단|LOVE YOURSELF 轉 `Tear`","54,864,329","34","빅히트 엔터테인먼트","IRIVER"
"이 밤의 끝","","펀치 (Punch)|이 밤의 끝","53,855,632","35","냠냠엔터테인먼트","Stone Music Entertainment"
"욕심","","멜로망스(MeloMance)|욕심","53,319,211","36","민트페이퍼, 광합성","로엔엔터테인먼트"
"열애중","","벤 (Ben)|RECIPE","51,655,753","37","메이저나인","지니뮤직"
"데리러 가 (Good Evening)","","샤이니 (SHINee)|`The Story of Light` EP.1 - The 6th Al...","51,071,384","38","SM Entertainment","IRIVER"
"영원+1 (Prod. NELL)","","Wanna One (워너원) - 린온미|1÷χ=1 (UNDIVIDED)","50,709,308","39","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"가을 안부","","먼데이키즈 (Monday Kiz)|가을 안부","50,619,787","40","RBW, 먼데이키즈 컴퍼니","지니뮤직"
"BOOMERANG (부메랑)","","Wanna One (워너원)|0+1=1 (I PROMISE YOU)","48,686,761","41","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"밤편지","","아이유 (IU)|밤편지","48,001,419","42","페이브엔터테인먼트","로엔엔터테인먼트"
"빛나리","","펜타곤 (PENTAGON)|Positive","47,819,307","43","큐브엔터테인먼트","로엔엔터테인먼트"
"이 별","","길구봉구|Star","47,411,754","44","뮤직웍스","지니뮤직"
"바코드 (Prod. GroovyRoom)","","김하온 (HAON), 이병재 (Vinxen)|고등래퍼2 팀대항전 Part 3","46,759,337","45","Stone Music Entertainment","Stone Music Entertainment"
"비도 오고 그래서 (Feat. 신용재)","","헤이즈 (Heize)|/// (너 먹구름 비)","45,872,410","46","Stone Music Entertainment","Stone Music Entertainment"
"미안해","","양다일|inside","45,441,553","47","브랜뉴뮤직","로엔엔터테인먼트"
"밤이 되니까","","펀치 (Punch)|밤이 되니까","44,765,013","48","냠냠엔터테인먼트","Stone Music Entertainment"
"에너제틱 (Energetic)","","Wanna One (워너원)|1X1=1(TO BE ONE)","44,334,238","49","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"11 (Prod. 다이나믹듀오)","","Wanna One (워너원) - 남바완|1÷χ=1 (UNDIVIDED)","44,310,570","50","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"Airplane pt.2","","방탄소년단|LOVE YOURSELF 轉 `Tear`","43,905,476","51","빅히트 엔터테인먼트","IRIVER"
"좋니","","윤종신|LISTEN 010 좋니","42,399,889","52","미스틱 엔터테인먼트","로엔엔터테인먼트"
"그리워하다","","비투비 (BTOB)|Brother Act.","42,273,554","53","큐브엔터테인먼트","로엔엔터테인먼트"
"Bad Boy","","레드벨벳(Red Velvet)|The Perfect Red Velvet - The 2nd Album...","41,910,006","54","SM Entertainment","IRIVER"
"The Feeling","","비투비 (BTOB)|The Feeling","41,521,514","55","큐브엔터테인먼트","로엔엔터테인먼트"
"Jenga (Feat. Gaeko)","","헤이즈 (Heize)|바람","41,374,429","56","Stone Music Entertainment, Studio blu","Stone Music Entertainment"
"Lonely","","볼빨간사춘기|Red Diary Page.2","40,678,899","57","쇼파르뮤직","로엔엔터테인먼트"
"마지막처럼","","BLACKPINK|마지막처럼","40,559,612","58","YG Entertainment","지니뮤직"
"빨간 맛 (Red Flavor)","","레드벨벳(Red Velvet)|The Red Summer - Summer Mini Album","40,499,681","59","SM Entertainment","IRIVER"
"REALLY REALLY","","WINNER|FATE NUMBER FOR","40,492,638","60","YG Entertainment","지니뮤직"
"우리 둘만 아는","","윤건|우리 둘만 아는","40,488,388","61","센토엔터테인먼트","지니뮤직"
"Beautiful","","Wanna One (워너원)|1-1=0 (NOTHING WITHOUT YOU)","39,556,464","62","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"낙원","","방탄소년단|LOVE YOURSELF 轉 `Tear`","39,409,040","63","빅히트 엔터테인먼트","IRIVER"
"all of my life","","박원|0M","39,095,625","64","메이크어스엔터테인먼트","로엔엔터테인먼트"
"눈사람","","정승환|눈사람","39,001,014","65","안테나뮤직","지니뮤직"
"Really","","BLACKPINK|SQUARE UP","38,789,799","66","YG Entertainment","지니뮤직"
"Love Maze","","방탄소년단|LOVE YOURSELF 轉 `Tear`","38,382,494","67","빅히트 엔터테인먼트","IRIVER"
"Magic Shop","","방탄소년단|LOVE YOURSELF 轉 `Tear`","38,199,901","68","빅히트 엔터테인먼트","IRIVER"
"시차 (We Are) (Feat. 로꼬 & GRAY)","","우원재|시차 (We Are)","38,170,997","69","AOMG","Stone Music Entertainment"
"instagram","","DEAN|instagram","37,920,683","70","Joombas Co Ltd & Universal Music","Universal Music"
"바람사람","","볼빨간사춘기|Red Diary Page.2","37,875,851","71","쇼파르뮤직","로엔엔터테인먼트"
"Heart Shaker","","TWICE|Merry & Happy","37,092,431","72","JYP Entertainment","IRIVER"
"눈 떠보니 이별이더라","","포맨 (4Men)|REMEMBER ME","35,867,152","73","메이저나인","로엔엔터테인먼트"
"134340","","방탄소년단|LOVE YOURSELF 轉 `Tear`","35,467,158","74","빅히트 엔터테인먼트","IRIVER"
"어른","","Sondia|나의 아저씨 OST Part 2","35,257,785","75","Stone Music Entertainment","Stone Music Entertainment"
"북 (Prod.SLO)","","배연서 (WEBSTER B), 오담률 (CHIN CHILLA)|고등래퍼2 팀대항전 Part 1","34,642,447","76","Stone Music Entertainment","Stone Music Entertainment"
"비행운","","문문 (MoonMoon)|LIFE IS BEAUTY FULL","34,418,358","77","덕선레코드","미러볼뮤직"
"I Want You","","샤이니 (SHINee)|`The Story of Light` EP.2 - The 6th Al...","34,258,577","78","SM Entertainment","IRIVER"
"약속해요 (I.P.U.)","","Wanna One (워너원)|약속해요 (I.P.U.) - Special Theme Track","34,176,693","79","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"LOVE YA!","","혁오 (hyukoh)|24 _ How to find true love and happine...","33,886,793","80","두루두루AMC","Stone Music Entertainment"
"See U Later","","BLACKPINK|SQUARE UP","33,451,431","81","YG Entertainment","지니뮤직"
"LIKEY","","TWICE|twicetagram","32,483,772","82","JYP Entertainment","IRIVER"
"So What","","방탄소년단|LOVE YOURSELF 轉 `Tear`","31,260,497","83","빅히트 엔터테인먼트","IRIVER"
"Dejavu","","뉴이스트 W|WHO, YOU","30,948,551","84","플레디스","Stone Music Entertainment"
"어린 왕자 (Prod. Godic)","","김하온(HAON), 박준호(PULLIK)|고등래퍼2 팀대항전 Part 2","30,810,558","85","Stone Music Entertainment","Stone Music Entertainment"
"전혀 (Feat. 우원재) (Prod. GroovyRoom)","","이병재 (Vinxen)|고등래퍼2 Final","30,259,685","86","Stone Music Entertainment","Stone Music Entertainment"
"花요일 (Blooming Day)","","EXO-CBX (첸백시)|Blooming Days - The 2nd Mini Album","30,124,578","87","SM Entertainment","IRIVER"
"첫눈처럼 너에게 가겠다","","에일리 (Ailee)|도깨비 OST Part 9","30,112,737","88","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"비","","폴킴|비","29,642,874","89","뉴런뮤직","NHN벅스"
"#첫사랑","","볼빨간사춘기|#첫사랑","29,627,693","90","쇼파르뮤직, 딩고뮤직","로엔엔터테인먼트"
"야경","","볼빨간사춘기|Red Diary Page.2","28,889,756","91","쇼파르뮤직","로엔엔터테인먼트"
"썸 탈꺼야","","볼빨간사춘기|Red Diary Page.1","27,729,051","92","쇼파르뮤직","로엔엔터테인먼트"
"Something New","","태연 (TAEYEON)|Something New - The 3rd Mini Album","27,090,005","93","SM Entertainment","IRIVER"
"Intro _ Singularity","","방탄소년단|LOVE YOURSELF 轉 `Tear`","26,834,742","94","빅히트 엔터테인먼트","IRIVER"
"안녕, 곰인형","","볼빨간사춘기|Red Diary Page.2","26,823,953","95","쇼파르뮤직","로엔엔터테인먼트"
"다시, 우리","","길구봉구|다시, 우리","26,663,272","96","뮤직웍스","지니뮤직"
"폰서트","","10cm|4.0","25,972,756","97","매직스트로베리사운드","로엔엔터테인먼트"
"짙어져","","멜로망스(MeloMance)|Yellow OST part.2","25,943,709","98","스페이스오디티","로엔엔터테인먼트"
"노력","","박원|1/24","25,113,961","99","메이크어스엔터테인먼트","로엔엔터테인먼트"
"Outro _ Tear","","방탄소년단|LOVE YOURSELF 轉 `Tear`","24,894,375","100","빅히트 엔터테인먼트","IRIVER"
