"title_name","title_img","title_artist_album","title_gaon_index","title_ranking","title_production","title_circulation"
"그때 헤어지면 돼","","로이킴|그때 헤어지면 돼","56,222,516","34","Stone Music Entertainment, MMO Entertainment","Stone Music Entertainment"
"DNA","","방탄소년단|LOVE YOURSELF 承 `Her`","55,828,982","35","빅히트 엔터테인먼트","IRIVER"
"LATATA","","(여자)아이들|I am","55,629,215","36","큐브엔터테인먼트","로엔엔터테인먼트"
"미안해","","양다일|inside","55,611,097","37","브랜뉴뮤직","로엔엔터테인먼트"
"My Way","","이수|돈꽃 OST Part 1","55,350,875","38","윈드밀이엔티, 뮤직버디","뮤직앤뉴"
"선물","","멜로망스(Melomance)|Moonlight","55,283,179","39","민트페이퍼, 광합성","로엔엔터테인먼트"
"매트리스","","10cm|4.1","54,266,336","40","매직스트로베리사운드","로엔엔터테인먼트"
"봄날","","방탄소년단|YOU NEVER WALK ALONE","52,870,428","41","빅히트 엔터테인먼트","IRIVER"
"어쩌나","","세븐틴|5TH MINI ALBUM `YOU MAKE MY DAY`","52,333,443","42","플레디스","로엔엔터테인먼트"
"넋두리","","닐로 (Nilo)|넋두리","51,771,932","43","닐로엔터테인먼트","퍼플파인 엔터테인먼트"
"붕붕 (Feat. Sik-K) (Prod. GroovyRoom)","","김하온 (HAON)|고등래퍼2 Final","49,649,572","44","Stone Music Entertainment","Stone Music Entertainment"
"비","","폴킴|비","49,560,313","45","뉴런뮤직","NHN벅스"
"소나기 (Feat. 10cm)","","용준형|소나기","49,466,540","46","어라운드 어스","로엔엔터테인먼트"
"밤편지","","아이유 (IU)|밤편지","49,400,300","47","페이브엔터테인먼트","로엔엔터테인먼트"
"빨간 맛 (Red Flavor)","","레드벨벳(Red Velvet)|The Red Summer - Summer Mini Album","49,264,585","48","SM Entertainment","IRIVER"
"가을 안부","","먼데이키즈 (Monday Kiz)|가을 안부","46,026,704","49","RBW, 먼데이키즈 컴퍼니","지니뮤직"
"장마","","마마무 (Mamamoo)|장마","45,889,749","50","RBW","로엔엔터테인먼트"
"켜줘 (Light)","","Wanna One (워너원)|1÷χ=1 (UNDIVIDED)","44,014,657","51","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"Universe","","EXO|Universe - 겨울 스페셜 앨범, 2017","43,871,327","52","SM Entertainment","IRIVER"
"꽃 길","","빅뱅|꽃 길","43,584,866","53","YG Entertainment","지니뮤직"
"에너제틱 (Energetic)","","Wanna One (워너원)|1X1=1(TO BE ONE)","43,422,235","54","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"A-TEEN","","세븐틴|A-TEEN Part 3","42,606,041","55","PLAYLIST","로엔엔터테인먼트"
"Cereal (Feat. ZICO)","","크러쉬 (CRUSH)|wonderlost","42,189,211","56","아메바컬쳐","Stone Music Entertainment"
"마지막처럼","","BLACKPINK|마지막처럼","41,956,489","57","YG Entertainment","지니뮤직"
"그리워하다","","비투비 (BTOB)|Brother Act.","41,065,021","58","큐브엔터테인먼트","로엔엔터테인먼트"
"캥거루 (Kangaroo) (Prod. ZICO)","","Wanna One (워너원) - 트리플포지션|1÷χ=1 (UNDIVIDED)","39,423,010","59","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"Anpanman","","방탄소년단|LOVE YOURSELF 轉 `Tear`","39,053,223","60","빅히트 엔터테인먼트","IRIVER"
"좋은 날","","멜로망스 (MeloMance)|미스터 션샤인 OST Part 5","38,085,924","61","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"EVERYDAY","","WINNER|EVERYD4Y","37,739,822","62","YG Entertainment","지니뮤직"
"비도 오고 그래서 (Feat. 신용재)","","헤이즈 (Heize)|/// (너 먹구름 비)","37,666,112","63","Stone Music Entertainment","Stone Music Entertainment"
"Euphoria","","방탄소년단|LOVE YOURSELF 結 `Answer`","37,266,459","64","빅히트 엔터테인먼트","IRIVER"
"마치 우린 없었던 사이 (Prod. 정키)","","다비치|마치 우린 없었던 사이 (Prod. 정키)","36,957,679","65","Stone Music Entertainment","Stone Music Entertainment"
"이 별","","길구봉구|Star","36,503,786","66","뮤직웍스","지니뮤직"
"I`m Fine","","방탄소년단|LOVE YOURSELF 結 `Answer`","34,889,945","67","빅히트 엔터테인먼트","IRIVER"
"BOOMERANG (부메랑)","","Wanna One (워너원)|0+1=1 (I PROMISE YOU)","34,525,279","68","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"비가 내리면","","비투비-블루|비가 내리면","34,182,674","69","큐브엔터테인먼트","로엔엔터테인먼트"
"Dejavu","","뉴이스트 W|WHO, YOU","33,784,690","70","플레디스","Stone Music Entertainment"
"첫눈처럼 너에게 가겠다","","에일리 (Ailee)|도깨비 OST Part 9","33,617,760","71","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"Beautiful","","Wanna One (워너원)|1-1=0 (NOTHING WITHOUT YOU)","33,447,458","72","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"Page 0","","태연 (TAEYEON), 멜로망스(Melomance)|Page 0","32,935,810","73","SM Entertainment","IRIVER"
"좋니","","윤종신|LISTEN 010 좋니","31,454,531","74","미스틱 엔터테인먼트","로엔엔터테인먼트"
"Airplane pt.2","","방탄소년단|LOVE YOURSELF 轉 `Tear`","30,972,007","75","빅히트 엔터테인먼트","IRIVER"
"Bad Boy","","레드벨벳(Red Velvet)|The Perfect Red Velvet - The 2nd Album...","30,823,819","76","SM Entertainment","IRIVER"
"Rumor","","국.슈 (국프의 핫이슈)|PRODUCE 48 - 30 Girls 6 Concepts","30,769,803","77","Stone Music Entertainment","Stone Music Entertainment"
"욕심","","멜로망스(MeloMance)|욕심","30,472,091","78","민트페이퍼, 광합성","로엔엔터테인먼트"
"Heart Shaker","","TWICE|Merry & Happy","30,161,006","79","JYP Entertainment","IRIVER"
"휴가","","폴킴|휴가","28,198,366","80","뉴런뮤직, 로엔엔터테인먼트","로엔엔터테인먼트"
"밤이 되니까","","펀치 (Punch)|밤이 되니까","27,967,592","81","냠냠엔터테인먼트","Stone Music Entertainment"
"Magic Shop","","방탄소년단|LOVE YOURSELF 轉 `Tear`","27,682,176","82","빅히트 엔터테인먼트","IRIVER"
"시차 (We Are) (Feat. 로꼬 & GRAY)","","우원재|시차 (We Are)","27,387,256","83","AOMG","Stone Music Entertainment"
"지각","","장덕철|Group","26,944,539","84","리메즈","로엔엔터테인먼트"
"REALLY REALLY","","WINNER|FATE NUMBER FOR","26,857,018","85","YG Entertainment","지니뮤직"
"flex (Prod. By 기리보이)","","기리보이, Kid Milli, NO:EL, 스윙스 (Swings)|Dingo X Indigo Music","26,838,323","86","인디고뮤직, 딩고뮤직","로엔엔터테인먼트"
"Answer _ Love Myself","","방탄소년단|LOVE YOURSELF 結 `Answer`","26,149,361","87","빅히트 엔터테인먼트","IRIVER"
"all of my life","","박원|0M","26,080,601","88","메이크어스엔터테인먼트","로엔엔터테인먼트"
"모래시계 (Prod. 헤이즈)","","Wanna One (워너원) - 더힐|1÷χ=1 (UNDIVIDED)","26,048,669","89","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"한 여름의 크리스마스 (With You)","","레드벨벳(Red Velvet)|Summer Magic - Summer Mini Album","25,987,310","90","SM Entertainment","IRIVER"
"잊을만하면","","크러쉬 (CRUSH)|잊을만하면","25,718,353","91","아메바컬쳐","Stone Music Entertainment"
"불행 (Feat. 빈첸 (VINXEN))","","오반 (OVAN)|불행","25,475,838","92","로맨틱팩토리","로엔엔터테인먼트"
"약속해요 (I.P.U.)","","Wanna One (워너원)|약속해요 (I.P.U.) - Special Theme Track","24,861,764","93","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"왜 몰랐을까","","로이킴|아는 와이프 OST Part 3","24,455,564","94","Stone Music Entertainment","Stone Music Entertainment"
"Love Maze","","방탄소년단|LOVE YOURSELF 轉 `Tear`","24,418,259","95","빅히트 엔터테인먼트","IRIVER"
"instagram","","DEAN|instagram","24,310,622","96","Joombas Co Ltd & Universal Music","Universal Music"
"Epiphany","","방탄소년단|LOVE YOURSELF 結 `Answer`","24,048,488","97","빅히트 엔터테인먼트","IRIVER"
"여보세요","","뉴이스트 (NU`EST)|여보세요","23,764,236","98","플레디스","로엔엔터테인먼트"
"花요일 (Blooming Day)","","EXO-CBX (첸백시)|Blooming Days - The 2nd Mini Album","23,758,735","99","SM Entertainment","IRIVER"
"낙원","","방탄소년단|LOVE YOURSELF 轉 `Tear`","23,253,661","100","빅히트 엔터테인먼트","IRIVER"
