"time/month","title_name","title_img","artist","album","title_gaon_index","title_ranking","title_production","title_circulation"
"201809","너나 해 (Egotistic)","","Mamamoo","RED MOON","93,225,348","14","RBW","로엔엔터테인먼트"
"201809","여행","","脸红的思春期","Red Diary Page.2","88,730,271","15","쇼파르뮤직","로엔엔터테인먼트"
"201809","매트리스","","10cm","4.1","87,243,816","16","매직스트로베리사운드","로엔엔터테인먼트"
"201809","SoulMate (Feat. 아이유)","","ZICO","SoulMate","86,566,256","17","세븐시즌스","Sony Music"
"201809","지나오다","","Nilo","About You","82,543,861","18","닐로 컴퍼니","퍼플파인 엔터테인먼트"
"201809","1도 없어","","Apink","ONE & SIX","79,070,869","19","플랜에이 엔터테인먼트","로엔엔터테인먼트"
"201809","I`m Fine","","防弹少年团","LOVE YOURSELF 結 `Answer`","77,401,589","20","Big Hit Entertainment","IRIVER"
"201809","Forever Young","","BLACKPINK","SQUARE UP","76,195,516","21","YG Entertainment","지니뮤직"
"201809","YOUNG","","伯贤，LOCO","YOUNG","75,175,631","22","S.M. Entertainment","IRIVER"
"201809","셋 셀테니 (1, 2, 3!)","","胜利","THE GREAT SEUNGRI","74,242,700","23","YG Entertainment","지니뮤직"
"201809","FAKE LOVE","","防弹少年团","LOVE YOURSELF 轉 `Tear`","73,057,112","24","Big Hit Entertainment","IRIVER"
"201809","동화","","MeloMance","The Fairy Tale","70,996,799","25","민트페이퍼, 광합성","로엔엔터테인먼트"
"201809","Euphoria","","防弹少年团","LOVE YOURSELF 結 `Answer`","64,962,160","26","Big Hit Entertainment","IRIVER"
"201809","사랑을 했다 (LOVE SCENARIO)","","iKON","Return","64,386,807","27","YG Entertainment","지니뮤직"
"201809","그때 헤어지면 돼","","Roy Kim","그때 헤어지면 돼","63,743,557","28","Stone Music Entertainment, MMO Entertainment","Stone Music Entertainment"
"201809","주지마","","LOCO,华莎","건반 위의 하이에나 Part.4","62,824,473","29","한국방송공사","로엔엔터테인먼트"
"201809","flex (Prod. By 기리보이)","","GIRIBOY, Kid Milli, NO:EL, Swings","Dingo X Indigo Music","62,571,477","30","인디고뮤직, 딩고뮤직","로엔엔터테인먼트"
"201809","미안해","","杨多一","inside","61,888,522","31","브랜뉴뮤직","로엔엔터테인먼트"
"201809","비","","폴킴","비","61,824,871","32","뉴런뮤직","NHN벅스"
"201809","Love U","","请夏","Blooming Blue","61,275,076","33","MNH Entertainment","Stone Music Entertainment"
"201809","죽겠다 (KILLING ME)","","iKON","NEW KIDS _ CONTINUE","60,963,038","34","YG Entertainment","지니뮤직"
"201809","NOAH (Feat. 박재범, Hoody)","","HAON","TRAVEL_ NOAH","60,928,939","35","H1GHR MUSIC","Stone Music Entertainment"
"201809","너 없인 안 된다","","BTOB","THIS IS US","59,434,789","36","큐브엔터테인먼트","로엔엔터테인먼트"
"201809","그날처럼","","장덕철","그날처럼","58,031,424","37","리메즈","로엔엔터테인먼트"
"201809","You","","MeloMance","투유 프로젝트 - 슈가맨2 Part.2","57,290,101","38","JTBC","인터파크"
"201809","가을 안부","","Monday Kiz","가을 안부","55,235,935","39","RBW, 먼데이키즈 컴퍼니","지니뮤직"
"201809","밤편지","","IU","밤편지","53,815,445","40","페이브엔터테인먼트","로엔엔터테인먼트"
"201809","선물","","MeloMance","Moonlight","53,792,299","41","민트페이퍼, 광합성","로엔엔터테인먼트"
"201809","왜 몰랐을까","","Roy Kim","아는 와이프 OST Part 3","53,467,360","42","Stone Music Entertainment","Stone Music Entertainment"
"201809","잘 지내요","","정승환","라이프 OST Part 6","52,018,653","43","씨그널엔터테인먼트그룹","지니뮤직"
"201809","밤 (Time for the moon night)","","GFRIEND","여자친구 The 6th Mini Album `Time for the ...","50,738,795","44","쏘스뮤직","로엔엔터테인먼트"
"201809","봄날","","防弹少年团","YOU NEVER WALK ALONE","50,260,843","45","Big Hit Entertainment","IRIVER"
"201809","전하지 못한 진심 (Feat. Steve Aoki)","","防弹少年团","LOVE YOURSELF 轉 `Tear`","50,254,505","46","Big Hit Entertainment","IRIVER"
"201809","넋두리","","Nilo","넋두리","49,973,844","47","닐로엔터테인먼트","퍼플파인 엔터테인먼트"
"201809","My Way","","李秀","돈꽃 OST Part 1","49,862,206","48","윈드밀이엔티, 뮤직버디","뮤직앤뉴"
"201809","Answer _ Love Myself","","防弹少年团","LOVE YOURSELF 結 `Answer`","48,941,829","49","Big Hit Entertainment","IRIVER"
"201809","BAAM","","MOMOLAND","Fun to The World","48,553,163","50","엠엘디엔터테인먼트,로엔엔터테인먼트","로엔엔터테인먼트"
"201809","DNA","","防弹少年团","LOVE YOURSELF 承 `Her`","48,521,564","51","Big Hit Entertainment","IRIVER"
"201809","뿜뿜","","MOMOLAND","GREAT!","47,987,139","52","엠엘디엔터테인먼트,로엔엔터테인먼트","로엔엔터테인먼트"
"201809","별이 빛나는 밤","","Mamamoo","Yellow Flower","47,959,450","53","RBW","로엔엔터테인먼트"
"201809","좋은 날","","MeloMance","미스터 션샤인 OST Part 5","46,424,316","54","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"201809","Roller Coaster","","请夏","Offset","45,292,961","55","MNH Entertainment","Stone Music Entertainment"
"201809","What is Love?","","TWICE","What is Love?","45,193,264","56","JYP Entertainment","IRIVER"
"201809","소나기 (Feat. 10cm)","","龙俊亨","소나기","43,929,159","57","어라운드 어스","로엔엔터테인먼트"
"201809","LATATA","","(G)I-DLE","I am","43,411,927","58","큐브엔터테인먼트","로엔엔터테인먼트"
"201809","붕붕 (Feat. Sik-K) (Prod. GroovyRoom)","","HAON","고등래퍼2 Final","43,323,353","59","Stone Music Entertainment","Stone Music Entertainment"
"201809","Epiphany","","防弹少年团","LOVE YOURSELF 結 `Answer`","42,168,745","60","Big Hit Entertainment","IRIVER"
"201809","비도 오고 그래서 (Feat. 신용재)","","헤이즈 (Heize)","/// (너 먹구름 비)","40,845,383","61","Stone Music Entertainment","Stone Music Entertainment"
"201809","여름여름해 (Sunny Summer)","","GFRIEND","Summer Mini Album `Sunny Summer`","40,208,585","62","쏘스뮤직","로엔엔터테인먼트"
"201809","그리워하다","","BTOB","Brother Act.","39,363,418","63","큐브엔터테인먼트","로엔엔터테인먼트"
"201809","Trivia 轉 _ Seesaw","","防弹少年团","LOVE YOURSELF 結 `Answer`","37,651,769","64","Big Hit Entertainment","IRIVER"
"201809","이 별","","吉久奉久","Star","37,339,216","65","뮤직웍스","지니뮤직"
"201809","불꽃놀이 (Remember Me)","","OH MY GIRL","6th Mini Album `REMEMBER ME`","36,920,656","66","WM엔터테인먼트","로엔엔터테인먼트"
"201809","A-TEEN","","SEVENTEEN","A-TEEN Part 3","36,833,008","67","PLAYLIST","로엔엔터테인먼트"
"201809","꽃 길","","BIGBANG","꽃 길","35,271,422","68","YG Entertainment","지니뮤직"
"201809","빙글뱅글 (Bingle Bangle)","","AOA","BINGLE BANGLE","35,191,419","69","FNC엔터테인먼트","로엔엔터테인먼트"
"201809","Anpanman","","防弹少年团","LOVE YOURSELF 轉 `Tear`","34,093,320","70","Big Hit Entertainment","IRIVER"
"201809","Trivia 起 _ Just Dance","","防弹少年团","LOVE YOURSELF 結 `Answer`","33,779,417","71","Big Hit Entertainment","IRIVER"
"201809","빨간 맛 (Red Flavor)","","Red Velvet","The Red Summer - Summer Mini Album","33,506,373","72","S.M. Entertainment","IRIVER"
"201809","See You Again (Feat. 리처드 용재 오닐)","","白智英","미스터 션샤인 OST Part 11","33,215,733","73","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"201809","가을 타나 봐","","Vibe","가을 타나 봐","32,740,653","74","메이저나인","지니뮤직"
"201809","첫눈처럼 너에게 가겠다","","Ailee","도깨비 OST Part 9","31,919,849","75","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"201809","에너제틱 (Energetic)","","Wanna One","1X1=1(TO BE ONE)","31,647,085","76","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"201809","좋니","","尹钟信","LISTEN 010 좋니","31,363,722","77","미스틱 엔터테인먼트","로엔엔터테인먼트"
"201809","마지막처럼","","BLACKPINK","마지막처럼","31,268,275","78","YG Entertainment","지니뮤직"
"201809","Rumor","","국.슈 (국프의 핫이슈)","PRODUCE 48 - 30 Girls 6 Concepts","30,870,007","79","Stone Music Entertainment","Stone Music Entertainment"
"201809","Trivia 承 _ Love","","防弹少年团","LOVE YOURSELF 結 `Answer`","30,433,683","80","Big Hit Entertainment","IRIVER"
"201809","IndiGO","","JUSTHIS, Kid Milli, NO:EL, Young B","IM","30,165,770","81","인디고뮤직","로엔엔터테인먼트"
"201809","Universe","","EXO","Universe - 겨울 스페셜 앨범, 2017","29,088,566","82","S.M. Entertainment","IRIVER"
"201809","밤이 되니까","","펀치 (Punch)","밤이 되니까","28,575,294","83","냠냠엔터테인먼트","Stone Music Entertainment"
"201809","어쩌나","","SEVENTEEN","5TH MINI ALBUM `YOU MAKE MY DAY`","28,440,507","84","플레디스","로엔엔터테인먼트"
"201809","Lullaby","","GOT7","Present _ YOU","27,804,732","85","JYP Entertainment","IRIVER"
"201809","Airplane pt.2","","防弹少年团","LOVE YOURSELF 轉 `Tear`","27,470,471","86","Big Hit Entertainment","IRIVER"
"201809","도망가지마","","Motte","A-TEEN Part 4","26,971,908","87","PLAYLIST","로엔엔터테인먼트"
"201809","켜줘 (Light)","","Wanna One","1÷χ=1 (UNDIVIDED)","26,706,011","88","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"201809","캥거루 (Kangaroo) (Prod. ZICO)","","Wanna One - Triple Position","1÷χ=1 (UNDIVIDED)","26,425,540","89","SWING Entertainment, Stone Music Entertainment","Stone Music Entertainment"
"201809","장마","","Mamamoo","장마","26,422,511","90","RBW","로엔엔터테인먼트"
"201809","시차 (We Are) (Feat. 로꼬 & GRAY)","","禹源宰","시차 (We Are)","26,203,502","91","AOMG","Stone Music Entertainment"
"201809","Beautiful","","Wanna One","1-1=0 (NOTHING WITHOUT YOU)","25,314,631","92","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"201809","all of my life","","朴元","0M","25,289,820","93","메이크어스엔터테인먼트","로엔엔터테인먼트"
"201809","마치 우린 없었던 사이 (Prod. 정키)","","Davichi","마치 우린 없었던 사이 (Prod. 정키)","24,682,709","94","Stone Music Entertainment","Stone Music Entertainment"
"201809","We Go Up","","NCT DREAM","We Go Up - The 2nd Mini Album","24,434,489","95","S.M. Entertainment","IRIVER"
"201809","BOOMERANG (부메랑)","","Wanna One","0+1=1 (I PROMISE YOU)","24,020,817","96","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"201809","가을 아침","","IU","꽃갈피 둘","23,696,354","97","페이브엔터테인먼트","로엔엔터테인먼트"
"201809","폰서트","","10cm","4","23,498,140","98","매직스트로베리사운드","로엔엔터테인먼트"
"201809","Cereal (Feat. ZICO)","","CRUSH","wonderlost","23,140,232","99","아메바컬쳐","Stone Music Entertainment"
"201809","花요일 (Blooming Day)","","EXO-CBX","Blooming Days - The 2nd Mini Album","23,016,163","100","S.M. Entertainment","IRIVER"
"201810","삐삐","http://img.gaonchart.co.kr/uploadDir/albumImg/thumb/8D5E77DE5984485EBB3943162BA033E0.png","IU","삐삐","236,213,431","1","로엔엔터테인먼트","로엔엔터테인먼트"
"201810","하루도 그대를 사랑하지 않은 적이 없었다","http://img.gaonchart.co.kr/uploadDir/albumImg/thumb/769EA6B5A597428F8B915CEF3F926659.png","任昌丁","하루도 그대를 사랑하지 않은 적이 없었다","213,885,855","2","NH EMG","인터파크"
"201810","가을 타나 봐","http://img.gaonchart.co.kr/uploadDir/albumImg/thumb/0E6630DDCCDE4180958D9FB3F4349C91.png","Vibe","가을 타나 봐","172,895,697","3","메이저나인","지니뮤직"
"201810","Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트)","http://img.gaonchart.co.kr/uploadDir/albumImg/thumb/3C1739999BC540429ACCABFE4739D385.png","pH-1, Kid Milli, Loopy","쇼미더머니 777 Episode 1","164,576,530","4","Stone Music Entertainment","지니뮤직"
"201810","이별길 (GOODBYE ROAD)","http://img.gaonchart.co.kr/uploadDir/albumImg/thumb/A99B30931D1A4FDAB51EFC87C6D2C2F2.png","iKON","NEW KIDS _ THE FINAL","157,116,915","5","YG Entertainment","지니뮤직"
"201810","시간이 들겠지 (Feat. Colde)","","LOCO","시간이 들겠지","155,746,752","6","AOMG","로엔엔터테인먼트"
"201810","우리 그만하자","","Roy Kim","우리 그만하자","140,000,896","7","Stone Music Entertainment","Stone Music Entertainment"
"201810","모든 날, 모든 순간 (Every day, Every Moment)","","폴킴","`키스 먼저 할까요?` OST Part 3","133,718,813","8","S.M. Entertainment","IRIVER"
"201810","Way Back Home","","SHAUN","Take","130,378,932","9","디씨톰엔터테인먼트","Warner Music"
"201810","사이렌 (Siren)","","宣美","WARNING","130,223,066","10","메이크어스엔터테인먼트","로엔엔터테인먼트"
"201810","멋지게 인사하는 법 (Feat. 슬기 of Red Velvet)","","Zion.T","ZZZ","128,254,508","11","The Black Label","지니뮤직"
"201810","헤어지는 중","","펀치 (Punch)","헤어지는 중","123,440,025","12","냠냠엔터테인먼트","로엔엔터테인먼트"
"201810","고백","","杨多一","고백","121,349,925","13","브랜뉴뮤직","로엔엔터테인먼트"
"201810","열애중","","Ben","RECIPE","118,766,994","14","메이저나인","지니뮤직"
"201810","사임사임 (Feat. CHANGMO)","","Coogie, SUPERBEE, D.Ark","쇼미더머니 777 Episode 1","101,303,490","15","Stone Music Entertainment","지니뮤직"
"201810","IDOL","","防弹少年团","LOVE YOURSELF 結 `Answer`","96,540,435","16","Big Hit Entertainment","IRIVER"
"201810","flex (Prod. By 기리보이)","","GIRIBOY, Kid Milli, NO:EL, Swings","Dingo X Indigo Music","95,593,145","17","인디고뮤직, 딩고뮤직","로엔엔터테인먼트"
"201810","뚜두뚜두 (DDU-DU DDU-DU)","","BLACKPINK","SQUARE UP","89,642,527","18","YG Entertainment","지니뮤직"
"201810","IndiGO","","JUSTHIS, Kid Milli, NO:EL, Young B","IM","83,640,014","19","인디고뮤직","로엔엔터테인먼트"
"201810","Dance The Night Away","","TWICE","Summer Nights","78,685,987","20","JYP Entertainment","IRIVER"
"201810","지나오다","","Nilo","About You","76,495,725","21","닐로 컴퍼니","퍼플파인 엔터테인먼트"
"201810","Power Up","","Red Velvet","Summer Magic - Summer Mini Album","73,578,191","22","S.M. Entertainment","IRIVER"
"201810","여행","","脸红的思春期","Red Diary Page.2","72,400,582","23","쇼파르뮤직","로엔엔터테인먼트"
"201810","나","","朴元","r","68,803,262","24","메이크어스엔터테인먼트","로엔엔터테인먼트"
"201810","미안해","","杨多一","inside","68,382,242","25","브랜뉴뮤직","로엔엔터테인먼트"
"201810","너나 해 (Egotistic)","","Mamamoo","RED MOON","65,802,812","26","RBW","로엔엔터테인먼트"
"201810","그때 헤어지면 돼","","Roy Kim","그때 헤어지면 돼","65,071,516","27","Stone Music Entertainment, MMO Entertainment","Stone Music Entertainment"
"201810","FAKE LOVE","","防弹少年团","LOVE YOURSELF 轉 `Tear`","65,035,568","28","Big Hit Entertainment","IRIVER"
"201810","비","","폴킴","비","63,325,171","29","뉴런뮤직","NHN벅스"
"201810","셋 셀테니 (1, 2, 3!)","","胜利","THE GREAT SEUNGRI","61,990,087","30","YG Entertainment","지니뮤직"
"201810","사랑을 했다 (LOVE SCENARIO)","","iKON","Return","61,143,712","31","YG Entertainment","지니뮤직"
"201810","동화","","MeloMance","The Fairy Tale","60,696,729","32","민트페이퍼, 광합성","로엔엔터테인먼트"
"201810","한(一)","","(G)I-DLE","한(一)","60,548,439","33","큐브엔터테인먼트","로엔엔터테인먼트"
"201810","밤편지","","IU","밤편지","60,309,656","34","페이브엔터테인먼트","로엔엔터테인먼트"
"201810","SoulMate (Feat. 아이유)","","ZICO","SoulMate","60,162,555","35","세븐시즌스","Sony Music"
"201810","I`m Fine","","防弹少年团","LOVE YOURSELF 結 `Answer`","59,829,835","36","Big Hit Entertainment","IRIVER"
"201810","Forever Young","","BLACKPINK","SQUARE UP","59,515,576","37","YG Entertainment","지니뮤직"
"201810","가을 안부","","Monday Kiz","가을 안부","59,233,421","38","RBW, 먼데이키즈 컴퍼니","지니뮤직"
"201810","1도 없어","","Apink","ONE & SIX","58,814,544","39","플랜에이 엔터테인먼트","로엔엔터테인먼트"
"201810","잘 지내요","","정승환","라이프 OST Part 6","57,951,568","40","씨그널엔터테인먼트그룹","지니뮤직"
"201810","매트리스","","10cm","4.1","54,982,821","41","매직스트로베리사운드","로엔엔터테인먼트"
"201810","그날처럼","","장덕철","그날처럼","54,707,790","42","리메즈","로엔엔터테인먼트"
"201810","이별하러 가는 길","","임한별","이별하러 가는 길","54,623,459","43","모스트웍스","로엔엔터테인먼트"
"201810","선물","","MeloMance","Moonlight","54,029,607","44","민트페이퍼, 광합성","로엔엔터테인먼트"
"201810","주지마","","LOCO,华莎","건반 위의 하이에나 Part.4","52,957,479","45","한국방송공사","로엔엔터테인먼트"
"201810","Save (Feat. 팔로알토) (Prod. 코드 쿤스트)","","Loopy","쇼미더머니 777 Episode 3","52,532,948","46","Stone Music Entertainment","지니뮤직"
"201810","좋은 날","","MeloMance","미스터 션샤인 OST Part 5","52,037,243","47","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"201810","You","","MeloMance","투유 프로젝트 - 슈가맨2 Part.2","51,282,284","48","JTBC","인터파크"
"201810","봄날","","防弹少年团","YOU NEVER WALK ALONE","50,035,902","49","Big Hit Entertainment","IRIVER"
"201810","너 없인 안 된다","","BTOB","THIS IS US","49,455,760","50","큐브엔터테인먼트","로엔엔터테인먼트"
"201810","꿈처럼 내린","","Davichi","뷰티 인사이드 OST Part.3","48,530,830","51","뮤직앤뉴, 스튜디오앤뉴","뮤직앤뉴"
"201810","죽겠다 (KILLING ME)","","iKON","NEW KIDS _ CONTINUE","48,424,111","52","YG Entertainment","지니뮤직"
"201810","Euphoria","","防弹少年团","LOVE YOURSELF 結 `Answer`","48,290,428","53","Big Hit Entertainment","IRIVER"
"201810","Hate You (Feat. 우원재) (Prod. 코드 쿤스트)","","pH-1","쇼미더머니 777 Episode 2","47,194,935","54","Stone Music Entertainment","지니뮤직"
"201810","넋두리","","Nilo","넋두리","46,594,486","55","닐로엔터테인먼트","퍼플파인 엔터테인먼트"
"201810","DNA","","防弹少年团","LOVE YOURSELF 承 `Her`","46,579,557","56","Big Hit Entertainment","IRIVER"
"201810","내 생에 아름다운","","K.Will","뷰티 인사이드 OST Part.4","45,567,560","57","뮤직앤뉴, 스튜디오앤뉴","뮤직앤뉴"
"201810","My Way","","李秀","돈꽃 OST Part 1","45,275,791","58","윈드밀이엔티, 뮤직버디","뮤직앤뉴"
"201810","Love U","","请夏","Blooming Blue","43,866,879","59","MNH Entertainment","Stone Music Entertainment"
"201810","도망가지마","","Motte","A-TEEN Part 4","43,801,404","60","PLAYLIST","로엔엔터테인먼트"
"201810","전하지 못한 진심 (Feat. Steve Aoki)","","防弹少年团","LOVE YOURSELF 轉 `Tear`","43,785,624","61","Big Hit Entertainment","IRIVER"
"201810","몰랐니 (Lil’ Touch)","","少女时代-Oh!GG","몰랐니 - The 1st Single Album","43,501,500","62","S.M. Entertainment","IRIVER"
"201810","밤 (Time for the moon night)","","GFRIEND","여자친구 The 6th Mini Album `Time for the ...","41,436,818","63","쏘스뮤직","로엔엔터테인먼트"
"201810","뿜뿜","","MOMOLAND","GREAT!","39,879,392","64","엠엘디엔터테인먼트,로엔엔터테인먼트","로엔엔터테인먼트"
"201810","벚꽃연가","","CHEN","백일의 낭군님 OST Part 3","39,644,409","65","Stone Music Entertainment, 팝뮤직","지니뮤직"
"201810","별이 빛나는 밤","","Mamamoo","Yellow Flower","39,536,335","66","RBW","로엔엔터테인먼트"
"201810","Answer _ Love Myself","","防弹少年团","LOVE YOURSELF 結 `Answer`","39,378,368","67","Big Hit Entertainment","IRIVER"
"201810","그리워하다","","BTOB","Brother Act.","39,105,014","68","큐브엔터테인먼트","로엔엔터테인먼트"
"201810","Perfect","","10cm","연애플레이리스트3 Part 1","38,979,222","69","PLAYLIST","로엔엔터테인먼트"
"201810","Roller Coaster","","请夏","Offset","38,227,027","70","MNH Entertainment","Stone Music Entertainment"
"201810","Wow Thing","","涩琪，信飞，请夏，昭妍","Wow Thing","37,772,038","71","S.M. Entertainment","IRIVER"
"201810","넌 (none)","","CRUSH","넌 (none)","37,675,071","72","아메바컬쳐","Stone Music Entertainment"
"201810","YOUNG","","伯贤，LOCO","YOUNG","37,537,458","73","S.M. Entertainment","IRIVER"
"201810","What is Love?","","TWICE","What is Love?","37,431,186","74","JYP Entertainment","IRIVER"
"201810","너에게","","金玟锡","연애플레이리스트3 Part 2","37,396,784","75","스페이스오디티","로엔엔터테인먼트"
"201810","NOAH (Feat. 박재범, Hoody)","","HAON","TRAVEL_ NOAH","37,136,215","76","H1GHR MUSIC","Stone Music Entertainment"
"201810","공상과학기술 (Feat. 기리보이, 스윙스)","","nafla, OLNL, ODEE","쇼미더머니 777 Episode 1","36,668,246","77","Stone Music Entertainment","지니뮤직"
"201810","너를 만나","","폴킴","너를 만나","36,225,270","78","뉴런뮤직","로엔엔터테인먼트"
"201810","소나기 (Feat. 10cm)","","龙俊亨","소나기","35,774,345","79","어라운드 어스","로엔엔터테인먼트"
"201810","불꽃놀이 (Remember Me)","","OH MY GIRL","6th Mini Album `REMEMBER ME`","34,518,349","80","WM엔터테인먼트","로엔엔터테인먼트"
"201810","패 (Feat. 넉살, 딥플로우)","","김효은, Chaboom, EK","쇼미더머니 777 Episode 1","33,939,542","81","Stone Music Entertainment","지니뮤직"
"201810","비도 오고 그래서 (Feat. 신용재)","","헤이즈 (Heize)","/// (너 먹구름 비)","33,845,865","82","Stone Music Entertainment","Stone Music Entertainment"
"201810","어찌 잊으오","","황치열","미스터 션샤인 OST Part 15","33,609,687","83","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"201810","붕붕 (Feat. Sik-K) (Prod. GroovyRoom)","","HAON","고등래퍼2 Final","33,550,729","84","Stone Music Entertainment","Stone Music Entertainment"
"201810","왜 몰랐을까","","Roy Kim","아는 와이프 OST Part 3","33,128,953","85","Stone Music Entertainment","Stone Music Entertainment"
"201810","이 별","","吉久奉久","Star","32,952,200","86","뮤직웍스","지니뮤직"
"201810","BAAM","","MOMOLAND","Fun to The World","32,163,023","87","엠엘디엔터테인먼트,로엔엔터테인먼트","로엔엔터테인먼트"
"201810","Epiphany","","防弹少年团","LOVE YOURSELF 結 `Answer`","31,721,509","88","Big Hit Entertainment","IRIVER"
"201810","첫눈처럼 너에게 가겠다","","Ailee","도깨비 OST Part 9","31,353,141","89","Stone Music Entertainment, 화앤담픽쳐스","Stone Music Entertainment"
"201810","에너제틱 (Energetic)","","Wanna One","1X1=1(TO BE ONE)","30,737,738","90","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"201810","까만밤 (PROD. GroovyRoom, OREO)","","昭宥，Sik-K","RE_FRESH","30,670,256","91","Starship Entertainment","로엔엔터테인먼트"
"201810","Not A Love","","Vibe","ABOUT ME","29,002,763","92","메이저나인","지니뮤직"
"201810","Anpanman","","防弹少年团","LOVE YOURSELF 轉 `Tear`","28,942,900","93","Big Hit Entertainment","IRIVER"
"201810","Trivia 轉 _ Seesaw","","防弹少年团","LOVE YOURSELF 結 `Answer`","28,438,026","94","Big Hit Entertainment","IRIVER"
"201810","좋니","","尹钟信","LISTEN 010 좋니","28,318,967","95","미스틱 엔터테인먼트","로엔엔터테인먼트"
"201810","LATATA","","(G)I-DLE","I am","28,180,134","96","큐브엔터테인먼트","로엔엔터테인먼트"
"201810","시차 (We Are) (Feat. 로꼬 & GRAY)","","禹源宰","시차 (We Are)","27,321,455","97","AOMG","Stone Music Entertainment"
"201810","가을 아침","","IU","꽃갈피 둘","27,186,466","98","페이브엔터테인먼트","로엔엔터테인먼트"
"201810","Beautiful","","Wanna One","1-1=0 (NOTHING WITHOUT YOU)","26,275,569","99","YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT","Stone Music Entertainment"
"201810","밤이 되니까","","펀치 (Punch)","밤이 되니까","26,094,366","100","냠냠엔터테인먼트","Stone Music Entertainment"
